"approach","dataset","nrow","depth","lambda","time_limit","status","obj_value","train_acc","gap","node_count","solving_time","cb_time_int","cb_time_int_suc","cb_counter_int","cb_counter_int_suc","test_acc","calib_acc","sample"
"BendersOCT","breast-cancer_enc.csv",207,4,0.1,600,9,-25.800000000000722,0.8695652173913043,98.07450373795355,33784.0,600.0178151130676,6.683766841888428,6.3664538860321045,167,142,0.7142857142857143,0.9130434782608695,3
"FlowOCT","breast-cancer_enc.csv",207,4,0.1,600,9,-25.7000000000007,0.8695652173913043,98.7521979736456,10404.0,602.3463816642761,0,0,0,0,0.6285714285714286,0.8840579710144928,3
"binOCT","breast-cancer_enc.csv",207,4,0.1,600,9,26.999999999999954,0.8695652173913043,100.0,85588.0,604.7293636798859,0,0,0,0,0.6428571428571429,0.8840579710144928,3
"OCT","breast-cancer_enc.csv",207,4,0.1,600,9,2947.3000000000006,0.8260869565217391,1.123061785362871,531.0,603.4835405349731,0,0,0,0,0.6857142857142857,0.8260869565217391,3
"Cart","breast-cancer_enc.csv",207,4,0.1,600,"NA","NA",0.7198067632850241,"NA","NA",0.0019953250885009766,"NA","NA","NA","NA",0.6714285714285714,0.6956521739130435,4
"BendersOCT","breast-cancer_enc.csv",207,4,0.1,600,9,-34.100000000000705,0.821256038647343,98.80024344354399,14493.0,791.1089930534363,6.935017347335815,6.7506797313690186,171,155,0.7571428571428571,0.782608695652174,4
"FlowOCT","breast-cancer_enc.csv",207,4,0.1,600,9,-29.400000000000716,0.8502415458937198,98.81350977890855,10339.0,608.5205233097076,0,0,0,0,0.6857142857142857,0.8260869565217391,4
"binOCT","breast-cancer_enc.csv",207,4,0.1,600,9,30.0,0.855072463768116,100.0,35030.0,604.7807245254517,0,0,0,0,0.7571428571428571,0.855072463768116,4
"OCT","breast-cancer_enc.csv",207,4,0.1,600,9,2940.9000000000005,0.7922705314009661,1.3431262538678634,547.0,603.1593308448792,0,0,0,0,0.7714285714285715,0.782608695652174,4
"Cart","breast-cancer_enc.csv",207,5,0.1,600,"NA","NA",0.7053140096618358,"NA","NA",0.002992868423461914,"NA","NA","NA","NA",0.7142857142857143,0.7391304347826086,1
"BendersOCT","breast-cancer_enc.csv",207,5,0.1,600,9,-27.10000000000076,0.8647342995169082,98.48109589714515,22733.0,600.0254299640656,18.785545825958252,18.40151023864746,239,221,0.7285714285714285,0.9130434782608695,1
"FlowOCT","breast-cancer_enc.csv",207,5,0.1,600,9,-21.300000000000693,0.8985507246376812,98.48148379495073,8637.0,606.823816537857,0,0,0,0,0.6857142857142857,0.927536231884058,1
"binOCT","breast-cancer_enc.csv",207,5,0.1,600,9,27.999999999999865,0.8647342995169082,100.0,41362.0,611.6017687320709,0,0,0,0,0.7142857142857143,0.927536231884058,1
"OCT","breast-cancer_enc.csv",207,5,0.1,600,9,5916.900000000003,0.7632850241545893,0.7487028680558949,1.0,614.5934498310089,0,0,0,0,0.7714285714285715,0.8115942028985508,1
"Cart","breast-cancer_enc.csv",207,5,0.1,600,"NA","NA",0.6908212560386473,"NA","NA",0.007519245147705078,"NA","NA","NA","NA",0.7571428571428571,0.6956521739130435,2
"BendersOCT","breast-cancer_enc.csv",207,5,0.1,600,9,-31.50000000000071,0.8405797101449275,98.57555139013682,27166.0,600.0241777896881,15.636886835098267,15.30587100982666,258,238,0.6714285714285714,0.8840579710144928,2
"FlowOCT","breast-cancer_enc.csv",207,5,0.1,600,9,-25.799952858496397,0.8743961352657005,98.79487240532349,10202.0,603.8040254116058,0,0,0,0,0.6571428571428571,0.7971014492753623,2
"binOCT","breast-cancer_enc.csv",207,5,0.1,600,9,23.99999999999975,0.8840579710144928,100.0,41772.0,611.411173582077,0,0,0,0,0.6142857142857143,0.8695652173913043,2
"OCT","breast-cancer_enc.csv",207,5,0.1,600,9,5913.000000000003,0.7439613526570048,0.8151530525959716,1.0,612.3677604198456,0,0,0,0,0.6857142857142857,0.7246376811594203,2
"Cart","breast-cancer_enc.csv",207,5,0.1,600,"NA","NA",0.7101449275362319,"NA","NA",0.004947662353515625,"NA","NA","NA","NA",0.7,0.7246376811594203,3
"BendersOCT","breast-cancer_enc.csv",207,5,0.1,600,9,-23.400000000000773,0.8840579710144928,98.19678248638643,27271.0,600.0384418964386,15.044950008392334,14.572253704071045,264,236,0.6857142857142857,0.9420289855072463,3
"FlowOCT","breast-cancer_enc.csv",207,5,0.1,600,9,-19.200000000000728,0.9082125603864735,98.38541666666273,9994.0,603.8259193897247,0,0,0,0,0.6857142857142857,0.9565217391304348,3
"binOCT","breast-cancer_enc.csv",207,5,0.1,600,9,22.999999999999847,0.8888888888888888,100.0,70274.0,612.0521063804626,0,0,0,0,0.6714285714285714,0.8985507246376812,3
"OCT","breast-cancer_enc.csv",207,5,0.1,600,9,5916.300000000003,0.7632850241545893,0.7589202711153865,16.0,608.7493073940277,0,0,0,0,0.7142857142857143,0.7971014492753623,3
"Cart","breast-cancer_enc.csv",207,5,0.1,600,"NA","NA",0.7198067632850241,"NA","NA",0.003989696502685547,"NA","NA","NA","NA",0.6714285714285714,0.6956521739130435,4
"BendersOCT","breast-cancer_enc.csv",207,5,0.1,600,9,-30.100000000000705,0.8454106280193237,98.52214005148589,33021.0,600.0392572879791,13.310459613800049,13.119976282119751,231,215,0.7571428571428571,0.8115942028985508,4
"FlowOCT","breast-cancer_enc.csv",207,5,0.1,600,9,-23.900000000000716,0.8840579710144928,98.32635983263197,10212.0,604.0808734893799,0,0,0,0,0.7285714285714285,0.8695652173913043,4
"binOCT","breast-cancer_enc.csv",207,5,0.1,600,9,31.0,0.8502415458937198,100.0,84381.0,612.1033470630646,0,0,0,0,0.6857142857142857,0.8260869565217391,4
"OCT","breast-cancer_enc.csv",207,5,0.1,600,9,-inf,"NA",inf,1.0,19.062239408493042,0,0,0,0,"NA","NA",4
"Cart","kr-vs-kp_enc.csv",2397,2,0.1,600,"NA","NA",0.7793074676679183,"NA","NA",0.003988027572631836,"NA","NA","NA","NA",0.772215269086358,0.7866161616161617,1
"BendersOCT","kr-vs-kp_enc.csv",2397,2,0.1,600,2,-291.9000000000881,0.8648310387984981,0.0,2754.0,581.8490719795227,10.899810314178467,10.000966787338257,39,28,0.8823529411764706,0.8611111111111112,1
"FlowOCT","kr-vs-kp_enc.csv",2397,2,0.1,600,9,-339.6000000000886,0.8427200667501042,99.94110718488696,743.0,604.6338946819305,0,0,0,0,0.853566958698373,0.8383838383838383,1
"binOCT","kr-vs-kp_enc.csv",2397,2,0.1,600,9,323.9999999999828,0.8648310387984981,99.85974451535856,8229.0,610.3521573543549,0,0,0,0,0.8823529411764706,0.8611111111111112,1
"OCT","kr-vs-kp_enc.csv",2397,2,0.1,600,9,7960.200000000001,0.69002920317063,8.401798949775122,205.0,604.4109501838684,0,0,0,0,0.6783479349186483,0.6982323232323232,1
"Cart","kr-vs-kp_enc.csv",2397,2,0.1,600,"NA","NA",0.785148101793909,"NA","NA",0.003988027572631836,"NA","NA","NA","NA",0.7546933667083855,0.7891414141414141,2
"BendersOCT","kr-vs-kp_enc.csv",2397,2,0.1,600,2,-275.70000000008804,0.8723404255319149,0.036271309389853575,2556.0,488.3497226238251,10.496457576751709,9.72782278060913,33,24,0.8598247809762203,0.8636363636363636,2
"FlowOCT","kr-vs-kp_enc.csv",2397,2,0.1,600,9,-275.70000000008827,0.8723404255319149,99.8911860718193,718.0,604.551337480545,0,0,0,0,0.8598247809762203,0.8636363636363636,2
"binOCT","kr-vs-kp_enc.csv",2397,2,0.1,600,2,305.99999999961943,0.8723404255319149,0.0,11574.0,568.5048580169678,0,0,0,0,0.8598247809762203,0.8636363636363636,2
"OCT","kr-vs-kp_enc.csv",2397,2,0.1,600,9,8104.200000000001,0.756779307467668,6.47565459884997,145.0,605.032913684845,0,0,0,0,0.7484355444305382,0.7424242424242424,2
"Cart","kr-vs-kp_enc.csv",2397,2,0.1,600,"NA","NA",0.7551105548602419,"NA","NA",0.004988431930541992,"NA","NA","NA","NA",0.753441802252816,0.7537878787878788,3
"BendersOCT","kr-vs-kp_enc.csv",2397,2,0.1,600,2,-288.3000000000882,0.866499791405924,0.0,2566.0,496.3761034011841,10.07114553451538,9.24227499961853,36,25,0.8773466833541927,0.8787878787878788,3
"FlowOCT","kr-vs-kp_enc.csv",2397,2,0.1,600,9,-528.5000000000896,0.7551105548602419,99.96215704824016,538.0,604.5153148174286,0,0,0,0,0.753441802252816,0.7537878787878788,3
"binOCT","kr-vs-kp_enc.csv",2397,2,0.1,600,9,319.99999999997624,0.866499791405924,100.0,7589.0,611.5610435009003,0,0,0,0,0.8773466833541927,0.8787878787878788,3
"OCT","kr-vs-kp_enc.csv",2397,2,0.1,600,9,8100.6,0.7551105548602419,6.522973606893312,177.0,605.1964049339294,0,0,0,0,0.753441802252816,0.7537878787878788,3
"Cart","kr-vs-kp_enc.csv",2397,2,0.1,600,"NA","NA",0.7776387150604923,"NA","NA",0.009969234466552734,"NA","NA","NA","NA",0.7772215269086358,0.7916666666666666,4
"BendersOCT","kr-vs-kp_enc.csv",2397,2,0.1,600,9,-336.0000000000882,0.8443888193575303,54.29129464286607,2143.0,600.0541110038757,11.716511964797974,11.081310272216797,36,27,0.8485607008760951,0.8333333333333334,4
"FlowOCT","kr-vs-kp_enc.csv",2397,2,0.1,600,9,-285.60000000008813,0.8677513558614935,99.89495798314994,963.0,605.6276638507843,0,0,0,0,0.8735919899874843,0.8686868686868687,4
"binOCT","kr-vs-kp_enc.csv",2397,2,0.1,600,9,316.9999999999465,0.8677513558614935,99.90525693793109,9073.0,611.0602903366089,0,0,0,0,0.8735919899874843,0.8686868686868687,4
"OCT","kr-vs-kp_enc.csv",2397,2,0.1,600,9,8149.200000000001,0.7776387150604923,5.887694497619389,302.0,605.0787491798401,0,0,0,0,0.7772215269086358,0.7916666666666666,4
"Cart","kr-vs-kp_enc.csv",2397,3,0.1,600,"NA","NA",0.9027951606174385,"NA","NA",0.003983974456787109,"NA","NA","NA","NA",0.9086357947434293,0.8939393939393939,1
"BendersOCT","kr-vs-kp_enc.csv",2397,3,0.1,600,9,-445.3000000000893,0.7939090529828953,99.9312879311099,1945.0,600.0821297168732,30.077142477035522,29.177778482437134,59,50,0.7834793491864831,0.7878787878787878,1
"FlowOCT","kr-vs-kp_enc.csv",2397,3,0.1,600,9,-659.0000000000905,0.6946182728410513,99.9753929848243,15.0,610.0374252796173,0,0,0,0,0.7008760951188986,0.7007575757575758,1
"binOCT","kr-vs-kp_enc.csv",2397,3,0.1,600,9,359.0,0.8502294534835211,100.0,1149.0,622.5932095050812,0,0,0,0,0.8573216520650814,0.8497474747474747,1
"OCT","kr-vs-kp_enc.csv",2397,3,0.1,600,9,-inf,"NA",inf,1.0,614.2147624492645,0,0,0,0,"NA","NA",1
"Cart","kr-vs-kp_enc.csv",2397,3,0.1,600,"NA","NA",0.9107217355027117,"NA","NA",0.00997781753540039,"NA","NA","NA","NA",0.8848560700876095,0.9040404040404041,2
"BendersOCT","kr-vs-kp_enc.csv",2397,3,0.1,600,9,-375.1000000000886,0.8264497288277013,99.91635880424123,2193.0,600.0668249130249,27.563252687454224,26.089153051376343,70,55,0.8010012515644556,0.8194444444444444,2
"FlowOCT","kr-vs-kp_enc.csv",2397,3,0.1,600,9,-945.3000000000923,0.5619524405506884,99.98641929773629,1.0,610.2709512710571,0,0,0,0,0.5356695869837297,0.5517676767676768,2
"binOCT","kr-vs-kp_enc.csv",2397,3,0.1,600,9,214.0,0.9107217355027117,100.0,1464.0,623.7288675308228,0,0,0,0,0.8848560700876095,0.9040404040404041,2
"OCT","kr-vs-kp_enc.csv",2397,3,0.1,600,9,-inf,"NA",inf,1.0,613.7823147773743,0,0,0,0,"NA","NA",2
"Cart","kr-vs-kp_enc.csv",2397,3,0.1,600,"NA","NA",0.9023779724655819,"NA","NA",0.003988742828369141,"NA","NA","NA","NA",0.9098873591989988,0.9090909090909091,3
"BendersOCT","kr-vs-kp_enc.csv",2397,3,0.1,600,9,-457.50000000008913,0.7880684188569045,99.93635779083617,1465.0,600.0348584651947,26.92061686515808,25.98455262184143,65,55,0.7797246558197747,0.7866161616161617,3
"FlowOCT","kr-vs-kp_enc.csv",2397,3,0.1,600,9,-844.4000000000915,0.6086775135586149,99.98048330175338,1.0,610.1464586257935,0,0,0,0,0.5819774718397998,0.5946969696969697,3
"binOCT","kr-vs-kp_enc.csv",2397,3,0.1,600,9,233.99999969082512,0.9023779724655819,100.0,1511.0,622.3552191257477,0,0,0,0,0.9098873591989988,0.9090909090909091,3
"OCT","kr-vs-kp_enc.csv",2397,3,0.1,600,9,16313.899999999998,0.5623696287025448,5.787702511355352,1.0,614.2875545024872,0,0,0,0,0.5607008760951189,0.5820707070707071,3
"Cart","kr-vs-kp_enc.csv",2397,3,0.1,600,"NA","NA",0.9023779724655819,"NA","NA",0.0069789886474609375,"NA","NA","NA","NA",0.9098873591989988,0.9002525252525253,4
"BendersOCT","kr-vs-kp_enc.csv",2397,3,0.1,600,9,-455.2000000000892,0.7893199833124739,99.93276996300455,1898.0,600.038093328476,24.691097497940063,24.072776317596436,41,35,0.7959949937421777,0.7891414141414141,4
"FlowOCT","kr-vs-kp_enc.csv",2397,3,0.1,600,9,-684.1000000000906,0.6829370045890697,99.97555038933723,1.0,610.1385214328766,0,0,0,0,0.6808510638297872,0.696969696969697,4
"binOCT","kr-vs-kp_enc.csv",2397,3,0.1,600,9,518.9999999997881,0.7834793491864831,100.0,679.0,622.5791847705841,0,0,0,0,0.7909887359198998,0.7803030303030303,4
"OCT","kr-vs-kp_enc.csv",2397,3,0.1,600,9,-inf,"NA",inf,1.0,614.4337038993835,0,0,0,0,"NA","NA",4
"Cart","kr-vs-kp_enc.csv",2397,4,0.1,600,"NA","NA",0.9027951606174385,"NA","NA",0.007940530776977539,"NA","NA","NA","NA",0.9086357947434293,0.8939393939393939,1
"BendersOCT","kr-vs-kp_enc.csv",2397,4,0.1,600,9,-415.9000000000892,0.8076762619941593,99.92586893216902,2403.0,600.0435247421265,53.29105806350708,52.3152277469635,77,70,0.7872340425531915,0.8118686868686869,1
"FlowOCT","kr-vs-kp_enc.csv",2397,4,0.1,600,9,-262.70000000008804,0.8785982478097623,99.92386791016592,24.0,620.5892057418823,0,0,0,0,0.8823529411764706,0.8838383838383839,1
"binOCT","kr-vs-kp_enc.csv",2397,4,0.1,600,9,238.99999999998943,0.9002920317062996,100.0,529.0,652.3111679553986,0,0,0,0,0.9111389236545682,0.9065656565656566,1
"OCT","kr-vs-kp_enc.csv",2397,4,0.1,600,9,-inf,"NA",inf,1.0,638.7408237457275,0,0,0,0,"NA","NA",1
"Cart","kr-vs-kp_enc.csv",2397,4,0.1,600,"NA","NA",0.9107217355027117,"NA","NA",0.00498199462890625,"NA","NA","NA","NA",0.8848560700876095,0.9040404040404041,2
"BendersOCT","kr-vs-kp_enc.csv",2397,4,0.1,600,9,-291.80000000008795,0.8652482269503546,99.89295971071967,2147.0,600.0449719429016,44.151387214660645,43.48618030548096,51,46,0.8498122653316645,0.8699494949494949,2
"FlowOCT","kr-vs-kp_enc.csv",2397,4,0.1,600,9,-471.10000000008927,0.7818105965790572,99.96518785819461,1.0,620.3864810466766,0,0,0,0,0.7509386733416771,0.7866161616161617,2
"binOCT","kr-vs-kp_enc.csv",2397,4,0.1,600,9,610.999999999763,0.7450980392156863,100.0,532.0,650.9983117580414,0,0,0,0,0.7584480600750939,0.7272727272727273,2
"OCT","kr-vs-kp_enc.csv",2397,4,0.1,600,9,-inf,"NA",inf,1.0,638.0926377773285,0,0,0,0,"NA","NA",2
"Cart","kr-vs-kp_enc.csv",2397,4,0.1,600,"NA","NA",0.9023779724655819,"NA","NA",0.005986690521240234,"NA","NA","NA","NA",0.9098873591989988,0.9090909090909091,3
"BendersOCT","kr-vs-kp_enc.csv",2397,4,0.1,600,9,-455.3000000000891,0.7893199833124739,99.93066428386886,1352.0,600.0462672710419,54.388932943344116,53.662962913513184,59,54,0.8147684605757196,0.7992424242424242,3
"FlowOCT","kr-vs-kp_enc.csv",2397,4,0.1,600,9,-458.60000000008927,0.7876512307050479,99.95638922808672,97.0,620.0391447544098,0,0,0,0,0.8022528160200251,0.7967171717171717,3
"binOCT","kr-vs-kp_enc.csv",2397,4,0.1,600,9,267.9999999999838,0.8881935753024615,100.0,523.0,651.7386832237244,0,0,0,0,0.8811013767209012,0.8926767676767676,3
"OCT","kr-vs-kp_enc.csv",2397,4,0.1,600,9,-inf,"NA",inf,1.0,637.5076382160187,0,0,0,0,"NA","NA",3
"Cart","kr-vs-kp_enc.csv",2397,4,0.1,600,"NA","NA",0.9023779724655819,"NA","NA",0.005019187927246094,"NA","NA","NA","NA",0.9098873591989988,0.9002525252525253,4
"BendersOCT","kr-vs-kp_enc.csv",2397,4,0.1,600,9,-667.1000000000906,0.690863579474343,99.95348341513873,1421.0,600.1061744689941,50.85968327522278,50.754985332489014,69,67,0.7121401752190237,0.6931818181818182,4
"FlowOCT","kr-vs-kp_enc.csv",2397,4,0.1,600,9,-586.30000000009,0.7284105131414268,99.97191904428583,1.0,620.2677552700043,0,0,0,0,0.7484355444305382,0.75,4
"binOCT","kr-vs-kp_enc.csv",2397,4,0.1,600,9,235.9999999999644,0.901543596161869,100.0,528.0,651.9997444152832,0,0,0,0,0.9073842302878599,0.9078282828282829,4
"OCT","kr-vs-kp_enc.csv",2397,4,0.1,600,9,-inf,"NA",inf,1.0,637.9407434463501,0,0,0,0,"NA","NA",4
"Cart","kr-vs-kp_enc.csv",2397,5,0.1,600,"NA","NA",0.9027951606174385,"NA","NA",0.005980491638183594,"NA","NA","NA","NA",0.9086357947434293,0.8939393939393939,1
"BendersOCT","kr-vs-kp_enc.csv",2397,5,0.1,600,9,-210.000000000088,0.9027951606174385,99.84498687153531,1287.0,600.0795378684998,64.49583435058594,63.82375884056091,70,64,0.9086357947434293,0.8939393939393939,1
"FlowOCT","kr-vs-kp_enc.csv",2397,5,0.1,600,9,-394.30000000008886,0.8181059657905716,99.95997029883586,1.0,640.3212594985962,0,0,0,0,0.8272841051314143,0.8181818181818182,1
"binOCT","kr-vs-kp_enc.csv",2397,5,0.1,600,9,519.0,0.7834793491864831,100.0,512.0,747.4003429412842,0,0,0,0,0.7784730913642053,0.7929292929292929,1
"OCT","kr-vs-kp_enc.csv",2397,5,0.1,600,9,-inf,"NA",inf,1.0,696.1773548126221,0,0,0,0,"NA","NA",1
"Cart","kr-vs-kp_enc.csv",2397,5,0.1,600,"NA","NA",0.9107217355027117,"NA","NA",0.03707289695739746,"NA","NA","NA","NA",0.8848560700876095,0.9040404040404041,2
"BendersOCT","kr-vs-kp_enc.csv",2397,5,0.1,600,9,-178.0000000000873,0.917813934084272,99.82176312988435,2165.0,600.4686753749847,82.4940071105957,80.52940225601196,109,96,0.8898623279098874,0.9090909090909091,2
"FlowOCT","kr-vs-kp_enc.csv",2397,5,0.1,600,9,-643.8000000000902,0.7017104714226116,99.97928963444073,1.0,640.3092722892761,0,0,0,0,0.6808510638297872,0.7083333333333334,2
"binOCT","kr-vs-kp_enc.csv",2397,5,0.1,600,9,196.0,0.9182311222361285,100.0,510.0,732.3839774131775,0,0,0,0,0.8923654568210263,0.9078282828282829,2
"OCT","kr-vs-kp_enc.csv",2397,5,0.1,600,9,-inf,"NA",inf,1.0,694.6923532485962,0,0,0,0,"NA","NA",2
"Cart","kr-vs-kp_enc.csv",2397,5,0.1,600,"NA","NA",0.9023779724655819,"NA","NA",0.01795816421508789,"NA","NA","NA","NA",0.9098873591989988,0.9090909090909091,3
"BendersOCT","kr-vs-kp_enc.csv",2397,5,0.1,600,9,-614.7000000000903,0.7154776804338757,99.93923386826634,1106.0,600.2299234867096,67.65245199203491,66.93635392189026,70,65,0.6958698372966208,0.7184343434343434,3
"FlowOCT","kr-vs-kp_enc.csv",2397,5,0.1,600,9,-629.7000000000905,0.7083854818523154,99.96823900269966,1.0,640.3166165351868,0,0,0,0,0.7246558197747184,0.7310606060606061,3
"binOCT","kr-vs-kp_enc.csv",2397,5,0.1,600,9,434.9999999999082,0.818523153942428,100.0,514.0,731.187117099762,0,0,0,0,0.8110137672090113,0.8169191919191919,3
"OCT","kr-vs-kp_enc.csv",2397,5,0.1,600,9,-inf,"NA",inf,1.0,695.2842645645142,0,0,0,0,"NA","NA",3
"Cart","kr-vs-kp_enc.csv",2397,5,0.1,600,"NA","NA",0.9023779724655819,"NA","NA",0.026955366134643555,"NA","NA","NA","NA",0.9098873591989988,0.9002525252525253,4
"BendersOCT","kr-vs-kp_enc.csv",2397,5,0.1,600,9,-640.0000000000903,0.703796412181894,99.95391392397045,641.0,600.0666408538818,59.91450786590576,59.26141095161438,60,55,0.7058823529411765,0.7285353535353535,4
"FlowOCT","kr-vs-kp_enc.csv",2397,5,0.1,600,9,-327.0000000000887,0.8489778890279516,99.94995829857247,1.0,642.0398805141449,0,0,0,0,0.8347934918648311,0.8358585858585859,4
"binOCT","kr-vs-kp_enc.csv",2397,5,0.1,600,9,210.99999999998929,0.9119732999582811,100.0,510.0,729.9867658615112,0,0,0,0,0.9148936170212766,0.9179292929292929,4
"OCT","kr-vs-kp_enc.csv",2397,5,0.1,600,9,-inf,"NA",inf,1.0,693.4135644435883,0,0,0,0,"NA","NA",4
"Cart","monk1_enc.csv",93,2,0.1,600,"NA","NA",0.7311827956989247,"NA","NA",0.0029926300048828125,"NA","NA","NA","NA",0.7419354838709677,0.7741935483870968,1
"BendersOCT","monk1_enc.csv",93,2,0.1,600,2,-15.600000000000037,0.8172043010752689,0.0,864.0,1.4868199825286865,0.3739795684814453,0.3410820960998535,37,28,0.7741935483870968,0.7419354838709677,1
"FlowOCT","monk1_enc.csv",93,2,0.1,600,2,-15.600000000000037,0.8172043010752689,0.0,494.0,2.4760420322418213,0,0,0,0,0.7741935483870968,0.7419354838709677,1
"binOCT","monk1_enc.csv",93,2,0.1,600,2,17.0,0.8172043010752689,0.0,1124.0,1.2184655666351318,0,0,0,0,0.7741935483870968,0.7419354838709677,1
"OCT","monk1_enc.csv",93,2,0.1,600,2,319.2,0.8172043010752689,0.0,1846.0,8.400109767913818,0,0,0,0,0.7741935483870968,0.7419354838709677,1
